maximize_value,long_ma_len,short_ma_len,std_dev_mult,pl_len_0,pl_len_1,pl_len_2,pl_len_3,pl_perc_0,pl_perc_1,pl_perc_2,pl_perc_3,pl_perc_mean_test
0.1638768660228534,100.0,85.0,2.75,64.0,79.0,35.0,28.0,0.173651060521022,0.1638768660228534,0.2062614600416445,0.4716229385824741,-0.04626140802843559
0.158492868663167,100.0,80.0,2.75,77.0,95.0,43.0,39.0,0.168709374975853,0.158492868663167,0.2192332809419982,0.416913617473731,-0.06042165307711059
0.1508577455684267,100.0,65.0,2.75,147.0,175.0,114.0,127.0,0.1925560568957,0.1508577455684267,0.2167907954543563,0.1981957808561961,-0.028632873006796546
0.1493391700680691,100.0,75.0,2.75,94.0,108.0,53.0,55.0,0.2575455109829522,0.1493391700680691,0.1792965939447291,0.2926803720965563,-0.006693357967473266
0.1329296116605778,100.0,75.0,2.5,120.0,132.0,76.0,83.0,0.1577862402819946,0.1329296116605778,0.244107922085268,0.2782271215462136,-0.039186120995382996
0.1275935792773727,100.0,90.0,2.5,69.0,76.0,39.0,35.0,0.1275935792773727,0.160372520256683,0.2556762830512571,0.3422286067963084,-0.10166773045671715
0.1043824711298949,180.0,95.0,2.75,179.0,182.0,109.0,126.0,0.1970251787317916,0.1043824711298949,0.1327252893227537,0.1659323270498466,0.15139311480949863
0.0980419933876838,100.0,70.0,2.5,150.0,171.0,109.0,120.0,0.1589643870598931,0.0980419933876838,0.1477170875455243,0.2288693049105302,-0.040575489310443025
0.0977024579616582,110.0,65.0,2.75,178.0,218.0,152.0,159.0,0.1743291700969187,0.0977024579616582,0.2116220975216884,0.1552144764781806,-0.049195852595020136
0.0961984700095753,100.0,85.0,2.5,80.0,97.0,44.0,44.0,0.0961984700095753,0.1136371600514196,0.2413759763581121,0.3144839356274232,-0.08051867394563797
0.0920445925822036,110.0,85.0,2.75,75.0,88.0,47.0,39.0,0.2183378788906401,0.0920445925822036,0.1383837267678203,0.5232405128989523,0.043992866203439555
0.0896630979353935,170.0,95.0,2.75,158.0,170.0,98.0,111.0,0.1597865977840863,0.0896630979353935,0.1236970176075315,0.2026493760600655,0.14729332469138878
0.0878206406395696,100.0,95.0,2.5,65.0,68.0,30.0,27.0,0.1336427136002694,0.1484703187409604,0.0878206406395696,0.1336955672892253,-0.04756733743900881
0.0851291756951474,100.0,65.0,2.5,199.0,223.0,157.0,167.0,0.0851291756951474,0.08943256158874,0.2334263835187814,0.143577489035781,-0.0795399606178468
0.0792460546361965,200.0,95.0,2.75,215.0,220.0,139.0,159.0,0.2678962583399988,0.0850469591047298,0.157753531954446,0.0792460546361965,0.14904085875100473
0.0757906997160591,170.0,95.0,2.25,256.0,265.0,188.0,199.0,0.0757906997160591,0.1161970908756321,0.0833388492537984,0.0933620454779421,0.017557178991755903
0.0751301702447509,130.0,65.0,2.75,253.0,298.0,217.0,228.0,0.1189303356091511,0.0751301702447509,0.1422859969116775,0.1324158616590557,-0.05474406493209444
0.0721637819920837,110.0,90.0,2.5,78.0,84.0,49.0,41.0,0.1641061376341912,0.1039121985073849,0.0721637819920837,0.4712989719735914,0.010058819172765885
0.0713515972953423,110.0,70.0,2.5,182.0,215.0,150.0,155.0,0.0937689550353485,0.0713515972953423,0.1220551535456771,0.2351998216297652,-0.09534786106886411
0.0710288365593789,110.0,90.0,2.0,143.0,158.0,88.0,91.0,0.0861190325305503,0.0888769746291858,0.0710288365593789,0.2414246377414581,0.022527787293128727
