size,stop_loss,take_profit,price,order_type,side,offset,candle_index,user_id
4.0,2.0,0.0,3724.0132500000045,0.0,1.0,2.0,3229.0,0.0
1.0,2.0,0.0,3701.9038547424493,0.0,1.0,1.0,3255.0,0.0
1.0,2.0,0.0,3681.4692928005356,0.0,1.0,1.0,3260.0,0.0
1.0,2.0,0.0,3679.0833649779543,0.0,1.0,1.0,3261.0,0.0
3.0,2.0,0.0,3716.1758750000067,0.0,2.0,2.0,3289.0,0.0
1.0,2.0,0.0,3723.8867862951374,0.0,2.0,1.0,3342.0,0.0
1.0,2.0,0.0,3887.7061250000042,0.0,1.0,2.0,3450.0,0.0
1.0,2.0,0.0,4113.57189336468,0.0,1.0,1.0,3679.0,0.0
1.0,2.0,0.0,4111.859818405334,0.0,1.0,1.0,3680.0,0.0
1.0,2.0,0.0,4110.12704427667,0.0,1.0,1.0,3681.0,0.0
1.0,2.0,0.0,4107.259974820426,0.0,1.0,1.0,3682.0,0.0
4.0,2.0,0.0,4198.943375000004,0.0,2.0,2.0,3686.0,0.0
1.0,2.0,0.0,4076.191724803122,0.0,1.0,1.0,3727.0,0.0
1.0,2.0,0.0,4074.3509533721995,0.0,1.0,1.0,3728.0,0.0
2.0,2.0,0.0,4128.245250000002,0.0,2.0,2.0,3752.0,0.0
1.0,2.0,0.0,4265.861035298079,0.0,1.0,1.0,3923.0,0.0
1.0,2.0,0.0,4326.476250000005,0.0,2.0,2.0,3925.0,0.0
1.0,2.0,0.0,4261.529417729956,0.0,1.0,1.0,3961.0,0.0
1.0,2.0,0.0,4255.325532948154,0.0,1.0,1.0,3963.0,0.0
1.0,2.0,0.0,4252.568788264026,0.0,1.0,1.0,3964.0,0.0
3.0,2.0,0.0,4321.293375000005,0.0,2.0,2.0,3967.0,0.0
1.0,2.0,0.0,4342.038088275546,0.0,2.0,1.0,4205.0,0.0
1.0,2.0,0.0,4345.261829798375,0.0,2.0,1.0,4219.0,0.0
1.0,2.0,0.0,4358.0,0.0,2.0,1.0,4220.0,0.0
1.0,2.0,0.0,4351.277219879236,0.0,2.0,1.0,4221.0,0.0
1.0,2.0,0.0,4354.963944260418,0.0,2.0,1.0,4222.0,0.0
1.0,2.0,0.0,4363.14652159289,0.0,2.0,1.0,4224.0,0.0
6.0,2.0,0.0,4280.770250000005,0.0,1.0,2.0,4230.0,0.0
1.0,2.0,0.0,4269.121345477645,0.0,2.0,1.0,4341.0,0.0
1.0,2.0,0.0,4347.7338750000035,0.0,1.0,2.0,4443.0,0.0
1.0,2.0,0.0,4728.508155338517,0.0,1.0,1.0,4866.0,0.0
1.0,2.0,0.0,4720.77,0.0,1.0,1.0,4867.0,0.0
1.0,2.0,0.0,4714.106367500067,0.0,1.0,1.0,4875.0,0.0
3.0,2.0,0.0,4823.563375000003,0.0,2.0,2.0,4898.0,0.0
1.0,2.0,0.0,5640.837046199861,0.0,1.0,1.0,5285.0,0.0
1.0,2.0,0.0,5606.207875000004,0.0,2.0,2.0,5341.0,0.0
1.0,2.0,0.0,5616.655794026412,0.0,1.0,1.0,5760.0,0.0
1.0,2.0,0.0,5611.1608782566545,0.0,1.0,1.0,5762.0,0.0
2.0,2.0,0.0,5665.140000000002,0.0,2.0,2.0,5766.0,0.0
1.0,2.0,0.0,5609.651409816037,0.0,1.0,1.0,5788.0,0.0
1.0,2.0,0.0,5661.874125000001,0.0,2.0,2.0,5789.0,0.0
1.0,2.0,0.0,5932.254626875722,0.0,1.0,1.0,5898.0,0.0
1.0,2.0,0.0,6078.797250000005,0.0,2.0,2.0,5909.0,0.0
1.0,2.0,0.0,5962.371492361162,0.0,1.0,1.0,5933.0,0.0
1.0,2.0,0.0,5950.113713664957,0.0,1.0,1.0,5935.0,0.0
1.0,2.0,0.0,5945.667379920343,0.0,1.0,1.0,5936.0,0.0
1.0,2.0,0.0,5928.508238629992,0.0,1.0,1.0,5938.0,0.0
1.0,2.0,0.0,5911.323356362834,0.0,1.0,1.0,5941.0,0.0
5.0,2.0,0.0,5935.061500000002,0.0,2.0,2.0,5982.0,0.0
1.0,2.0,0.0,5633.921097052685,0.0,2.0,1.0,6293.0,0.0
1.0,2.0,0.0,5667.426647405436,0.0,2.0,1.0,6299.0,0.0
2.0,2.0,0.0,5789.03,0.0,1.0,2.0,6394.0,0.0
1.0,2.0,0.0,5740.885021829765,0.0,1.0,1.0,6458.0,0.0
1.0,2.0,0.0,5734.742965873798,0.0,1.0,1.0,6459.0,0.0
2.0,2.0,0.0,5795.1862500000025,0.0,2.0,2.0,6501.0,0.0
1.0,2.0,0.0,5770.863063448478,0.0,2.0,1.0,6625.0,0.0
1.0,2.0,0.0,5734.664750000003,0.0,1.0,2.0,6649.0,0.0
1.0,2.0,0.0,7075.694816402064,0.0,1.0,1.0,7168.0,0.0
1.0,2.0,0.0,7083.231969228822,0.0,1.0,1.0,7173.0,0.0
1.0,2.0,0.0,7078.375393400119,0.0,1.0,1.0,7174.0,0.0
3.0,2.0,0.0,7176.002125000001,0.0,2.0,2.0,7203.0,0.0
1.0,2.0,0.0,7304.727282429721,0.0,1.0,1.0,7356.0,0.0
1.0,2.0,0.0,7304.249690822268,0.0,1.0,1.0,7361.0,0.0
1.0,2.0,0.0,7302.202406566646,0.0,1.0,1.0,7362.0,0.0
3.0,2.0,0.0,7353.676250000006,0.0,2.0,2.0,7414.0,0.0
1.0,2.0,0.0,7010.207395956358,0.0,1.0,1.0,7631.0,0.0
1.0,2.0,0.0,7304.145125000001,0.0,2.0,2.0,7652.0,0.0
1.0,2.0,0.0,7565.335661798737,0.0,1.0,1.0,8518.0,0.0
1.0,2.0,0.0,7555.060969497421,0.0,1.0,1.0,8519.0,0.0
1.0,2.0,0.0,7527.351750422149,0.0,1.0,1.0,8523.0,0.0
1.0,2.0,0.0,7519.477912756782,0.0,1.0,1.0,8524.0,0.0
4.0,2.0,0.0,7704.607374999994,0.0,2.0,2.0,8550.0,0.0
1.0,2.0,0.0,7955.910054239429,0.0,1.0,1.0,8819.0,0.0
1.0,2.0,0.0,7937.9604863900395,0.0,1.0,1.0,8822.0,0.0
2.0,2.0,0.0,8175.157000000002,0.0,2.0,2.0,8836.0,0.0
1.0,2.0,0.0,10202.176490601496,0.0,2.0,1.0,9813.0,0.0
1.0,2.0,0.0,10862.615000000005,0.0,1.0,2.0,9918.0,0.0
1.0,2.0,0.0,16010.112681591278,0.0,1.0,1.0,10880.0,0.0
1.0,2.0,0.0,16527.56587499999,0.0,2.0,2.0,10892.0,0.0
1.0,2.0,0.0,18652.024368190247,0.0,1.0,1.0,11375.0,0.0
1.0,2.0,0.0,18627.90538922569,0.0,1.0,1.0,11376.0,0.0
1.0,2.0,0.0,18596.172148964597,0.0,1.0,1.0,11377.0,0.0
3.0,2.0,0.0,19212.243124999997,0.0,2.0,2.0,11389.0,0.0
1.0,2.0,0.0,18551.505167789703,0.0,1.0,1.0,11392.0,0.0
1.0,2.0,0.0,18512.05193753351,0.0,1.0,1.0,11396.0,0.0
1.0,2.0,0.0,18484.824929218128,0.0,1.0,1.0,11397.0,0.0
3.0,2.0,0.0,18961.961624999993,0.0,2.0,2.0,11418.0,0.0
1.0,2.0,0.0,15271.802836436611,0.0,1.0,1.0,12298.0,0.0
1.0,2.0,0.0,15867.087124999985,0.0,2.0,2.0,12304.0,0.0
