maximize_value,long_ma_len,short_ma_len,std_dev_mult,pl_len_0,pl_len_1,pl_len_2,pl_len_3,pl_perc_0,pl_perc_1,pl_perc_2,pl_perc_3
0.16387686602285348,100.0,85.0,2.75,64.0,79.0,35.0,28.0,0.17365106052102208,0.16387686602285348,0.20626146004164456,0.47162293858247417
0.158492868663167,100.0,80.0,2.75,77.0,95.0,43.0,39.0,0.16870937497585303,0.158492868663167,0.21923328094199823,0.416913617473731
0.15085774556842674,100.0,65.0,2.75,147.0,175.0,114.0,127.0,0.1925560568957,0.15085774556842674,0.21679079545435634,0.19819578085619613
0.1493391700680691,100.0,75.0,2.75,94.0,108.0,53.0,55.0,0.25754551098295225,0.1493391700680691,0.17929659394472916,0.29268037209655634
0.13292961166057782,100.0,75.0,2.5,120.0,132.0,76.0,83.0,0.15778624028199462,0.13292961166057782,0.24410792208526805,0.27822712154621365
0.12759357927737272,100.0,90.0,2.5,69.0,76.0,39.0,35.0,0.12759357927737272,0.16037252025668308,0.2556762830512571,0.34222860679630845
0.10438247112989493,180.0,95.0,2.75,179.0,182.0,109.0,126.0,0.19702517873179162,0.10438247112989493,0.13272528932275374,0.16593232704984665
0.09804199338768389,100.0,70.0,2.5,150.0,171.0,109.0,120.0,0.15896438705989316,0.09804199338768389,0.14771708754552437,0.2288693049105302
0.09770245796165827,110.0,65.0,2.75,178.0,218.0,152.0,159.0,0.1743291700969187,0.09770245796165827,0.2116220975216884,0.15521447647818062
0.0961984700095753,100.0,85.0,2.5,80.0,97.0,44.0,44.0,0.0961984700095753,0.11363716005141965,0.24137597635811217,0.31448393562742327
0.09204459258220367,110.0,85.0,2.75,75.0,88.0,47.0,39.0,0.21833787889064013,0.09204459258220367,0.13838372676782032,0.5232405128989523
0.0896630979353935,170.0,95.0,2.75,158.0,170.0,98.0,111.0,0.15978659778408635,0.0896630979353935,0.12369701760753153,0.20264937606006556
0.08782064063956964,100.0,95.0,2.5,65.0,68.0,30.0,27.0,0.13364271360026947,0.14847031874096048,0.08782064063956964,0.1336955672892253
0.08512917569514744,100.0,65.0,2.5,199.0,223.0,157.0,167.0,0.08512917569514744,0.08943256158874006,0.23342638351878148,0.14357748903578102
0.07924605463619655,200.0,95.0,2.75,215.0,220.0,139.0,159.0,0.2678962583399988,0.08504695910472986,0.15775353195444608,0.07924605463619655
0.07579069971605919,170.0,95.0,2.25,256.0,265.0,188.0,199.0,0.07579069971605919,0.11619709087563215,0.08333884925379842,0.0933620454779421
0.0751301702447509,130.0,65.0,2.75,253.0,298.0,217.0,228.0,0.11893033560915114,0.0751301702447509,0.1422859969116775,0.13241586165905575
0.07216378199208376,110.0,90.0,2.5,78.0,84.0,49.0,41.0,0.16410613763419124,0.10391219850738496,0.07216378199208376,0.4712989719735914
0.0713515972953423,110.0,70.0,2.5,182.0,215.0,150.0,155.0,0.09376895503534854,0.0713515972953423,0.12205515354567718,0.23519982162976527
0.07102883655937894,110.0,90.0,2.0,143.0,158.0,88.0,91.0,0.08611903253055037,0.08887697462918581,0.07102883655937894,0.24142463774145811
0.06720249727004028,200.0,65.0,2.75,413.0,445.0,357.0,394.0,0.11829080007798946,0.07097243135993549,0.1776449778533097,0.06720249727004028
0.06639348545355987,180.0,65.0,2.75,385.0,402.0,318.0,357.0,0.11097635643880992,0.06639348545355987,0.1741193920441953,0.08724205183128342
0.06463698108328489,140.0,65.0,2.75,280.0,325.0,239.0,257.0,0.10978496996238164,0.06463698108328489,0.10455753566162816,0.080226669162108
0.06003364801989505,180.0,90.0,2.5,250.0,258.0,174.0,202.0,0.121788553495452,0.10385827020477233,0.08377116180477517,0.06003364801989505
0.05905138217586244,190.0,65.0,2.75,397.0,425.0,338.0,372.0,0.11775030059594234,0.07140275415091404,0.18326616117525216,0.05905138217586244
0.057071625530804866,100.0,95.0,2.75,54.0,54.0,25.0,18.0,0.2013950881209466,0.18255969023048046,0.057071625530804866,0.20525482606970977
0.05682146574844615,130.0,65.0,2.5,341.0,368.0,283.0,317.0,0.07645656880244153,0.05682146574844615,0.09399392734557543,0.07116363611725088
0.05670381539751278,100.0,80.0,2.5,105.0,108.0,55.0,58.0,0.05670381539751278,0.13043134547468532,0.31207974269921374,0.10529519569902569
0.056492323055396365,160.0,95.0,2.0,335.0,317.0,234.0,246.0,0.09709388701508588,0.056492323055396365,0.093719688264104,0.11800346283989513
0.055915881239000965,140.0,90.0,2.75,118.0,128.0,73.0,72.0,0.20366059421334667,0.055915881239000965,0.08127449246557449,0.12319612829695241
0.05556806638232901,100.0,55.0,2.75,257.0,300.0,209.0,236.0,0.19040975265091592,0.05556806638232901,0.30525721264217914,0.08845123618064075
0.0555262014998787,160.0,65.0,2.75,344.0,369.0,287.0,317.0,0.14591933234815158,0.0555262014998787,0.1545637560630719,0.0913549052485406
0.05393492921402751,170.0,90.0,2.5,228.0,238.0,164.0,178.0,0.09656369498401858,0.09280691946119896,0.05393492921402751,0.08367551473949796
0.053680873416086225,120.0,65.0,2.75,225.0,257.0,178.0,189.0,0.13634502330824766,0.053680873416086225,0.16235590408600298,0.1133512072924349
0.05332087542172906,100.0,90.0,2.75,59.0,64.0,27.0,22.0,0.1706705686659065,0.18012905008626054,0.05332087542172906,0.4492960906428634
0.05170662956847272,130.0,70.0,2.5,277.0,310.0,226.0,243.0,0.09430945107702296,0.05170662956847272,0.08380770633230282,0.14142683950231227
0.05048447843759967,210.0,65.0,2.75,432.0,454.0,364.0,407.0,0.12717705235637522,0.07690093178938286,0.1896455626729742,0.05048447843759967
0.05043729204452828,110.0,65.0,2.5,238.0,273.0,212.0,215.0,0.058538150581338114,0.05043729204452828,0.16862314048000787,0.0981447967055015
0.04901658467789473,190.0,95.0,2.75,194.0,201.0,121.0,144.0,0.25318589543108316,0.11317981726784354,0.15860710246801302,0.04901658467789473
0.04897426035582977,150.0,65.0,2.75,322.0,347.0,267.0,289.0,0.1297925388703467,0.04897426035582977,0.1170230883960739,0.10143992457750992
0.04862895123989262,170.0,85.0,2.75,205.0,231.0,150.0,163.0,0.10584034212666313,0.04862895123989262,0.08343910700648052,0.06958948045427808
0.048373058353770475,200.0,90.0,2.5,295.0,298.0,216.0,235.0,0.17264327494449352,0.11064806653749769,0.14758450256259248,0.048373058353770475
0.0474045614341958,100.0,60.0,2.75,202.0,236.0,153.0,179.0,0.12520181338994643,0.0474045614341958,0.2471413254789878,0.0505355218005218
0.04694346045790192,170.0,95.0,2.5,201.0,208.0,143.0,148.0,0.0904545714391801,0.11489195771893874,0.04694346045790192,0.1761944432085573
0.046620426628509765,100.0,95.0,2.25,78.0,91.0,37.0,40.0,0.046620426628509765,0.17298896047841375,0.12212519414191667,0.1386165088622594
0.045860932695848323,200.0,60.0,2.75,473.0,503.0,405.0,444.0,0.1046198154369364,0.04726894697993059,0.22542586545924742,0.045860932695848323
0.04584442937305851,170.0,65.0,2.75,367.0,390.0,306.0,335.0,0.11553064513193144,0.04584442937305851,0.1631123688059434,0.07242048992234489
0.045628933184363514,160.0,70.0,2.5,380.0,393.0,318.0,347.0,0.1166867941307882,0.05661049728771636,0.10238719573550958,0.045628933184363514
0.04503488779948551,120.0,65.0,2.5,293.0,323.0,239.0,260.0,0.06933962336801204,0.04503488779948551,0.1356892243856402,0.05384865284104415
0.04303109965510941,110.0,70.0,2.75,139.0,165.0,103.0,109.0,0.1684488617782986,0.04303109965510941,0.04955336850314898,0.22938565025814478
0.04164879775816646,180.0,85.0,2.75,226.0,245.0,159.0,184.0,0.13867919079849766,0.08417726462722087,0.09528088230123694,0.04164879775816646
0.04138433943132512,210.0,60.0,2.75,489.0,513.0,418.0,462.0,0.11294853222173543,0.05397703137503307,0.2391993152979836,0.04138433943132512
0.04109614207875118,140.0,70.0,2.5,307.0,343.0,260.0,277.0,0.10201910155473094,0.045553802289521966,0.04109614207875118,0.0506595960529858
0.04036525419536881,110.0,80.0,2.5,122.0,132.0,73.0,87.0,0.11283677299802218,0.04036525419536881,0.10929498855190069,0.2047425642292881
0.04035100090415981,170.0,90.0,2.75,187.0,192.0,116.0,137.0,0.11530645488142599,0.0719628960628334,0.094821452362686,0.04035100090415981
0.03840427461056189,210.0,70.0,2.75,388.0,403.0,319.0,353.0,0.12405646815208926,0.03840427461056189,0.1242376217430937,0.04661819453901601
0.03811048353980568,160.0,95.0,2.5,181.0,178.0,123.0,123.0,0.11862317793091648,0.05240555700420636,0.03811048353980568,0.1745244033691902
0.03772664389831705,200.0,55.0,2.75,544.0,577.0,472.0,504.0,0.16904343590918147,0.049872338593881106,0.26304256343429266,0.03772664389831705
0.03690864138414356,160.0,90.0,2.75,167.0,165.0,103.0,113.0,0.12437755578508615,0.03690864138414356,0.10549402159634778,0.10132728984220415
0.035693671074918554,120.0,90.0,2.5,108.0,111.0,56.0,56.0,0.08060608842267986,0.11255248492559791,0.035693671074918554,0.32514556410952333
0.03503751436530895,110.0,55.0,2.75,293.0,354.0,272.0,280.0,0.2033175307150472,0.03503751436530895,0.30276277186796763,0.04854001282158977
0.03483343071102643,150.0,70.0,2.5,354.0,368.0,295.0,317.0,0.11789249955105661,0.03483343071102643,0.06987279514050833,0.04607987866326974
0.034387638667542644,190.0,60.0,2.75,453.0,485.0,385.0,428.0,0.10186769421509727,0.034387638667542644,0.22297167742600646,0.035175295805892355
0.03408900952663614,210.0,55.0,2.75,556.0,591.0,479.0,516.0,0.1761763401210543,0.05847123721454568,0.27001262905909795,0.03408900952663614
0.03276503459718201,160.0,90.0,2.5,204.0,205.0,143.0,154.0,0.11351759782840277,0.0646984527171976,0.03276503459718201,0.07957038758170357
0.03217416936237691,100.0,50.0,2.5,444.0,482.0,402.0,411.0,0.18546597362840817,0.03217416936237691,0.220394006614544,0.03252800757443102
0.03215996582607351,190.0,55.0,2.75,525.0,563.0,452.0,487.0,0.15596046358859725,0.04211149737404324,0.2566095437494741,0.03215996582607351
0.03185060983339,160.0,95.0,2.25,235.0,224.0,162.0,168.0,0.09400127727682822,0.12205088528319172,0.03185060983339,0.20242757266988542
0.03136263801374513,100.0,50.0,2.75,342.0,367.0,298.0,310.0,0.21077357271716535,0.03136263801374513,0.19334621002674185,0.0870133991803203
0.03113639217414075,110.0,50.0,2.75,391.0,424.0,347.0,358.0,0.21919377866020098,0.03113639217414075,0.20162467059415892,0.057057166100674094
0.031116943192592936,180.0,60.0,2.75,445.0,464.0,368.0,418.0,0.09944475366322111,0.031116943192592936,0.21836607727573268,0.03778989260783907
0.030713753612913054,110.0,80.0,2.75,90.0,116.0,58.0,58.0,0.22197629650518289,0.030713753612913054,0.07423737245043269,0.4647602694591562
0.03006589660530151,180.0,70.0,2.5,426.0,437.0,356.0,401.0,0.08863031636154046,0.06536687044707705,0.10875477158319566,0.03006589660530151
0.0299599174793543,100.0,65.0,2.25,267.0,303.0,216.0,233.0,0.11283900594098373,0.0299599174793543,0.13451700675016157,0.08248464419236955
0.029679027929915322,150.0,95.0,2.0,289.0,276.0,190.0,197.0,0.09399753873908402,0.029679027929915322,0.031177172416371968,0.1161494933033972
0.029579818121187148,130.0,60.0,2.75,311.0,368.0,278.0,299.0,0.08726650707785981,0.030833521040767992,0.16980768445987365,0.029579818121187148
0.02738965660982712,170.0,70.0,2.5,406.0,421.0,339.0,369.0,0.08457597298016362,0.055990603930921465,0.10722688428804311,0.02738965660982712
0.02699052844940161,120.0,85.0,2.75,102.0,114.0,58.0,55.0,0.19746070028100124,0.09300154429185886,0.02699052844940161,0.37840474180141703
0.02657783603617322,130.0,55.0,2.75,392.0,436.0,334.0,356.0,0.16243127225749504,0.03747145582520379,0.2192276845987275,0.02657783603617322
0.02638252837602742,220.0,50.0,2.75,651.0,662.0,572.0,614.0,0.17097544085808142,0.02638252837602742,0.2337027842177135,0.028183898353737302
0.026075835049196795,130.0,70.0,2.75,208.0,237.0,164.0,178.0,0.15146736991993429,0.026075835049196795,0.04260184742001707,0.11997389069492417
0.025369471311221907,170.0,90.0,2.25,301.0,308.0,216.0,246.0,0.025369471311221907,0.030810319691739103,0.06905517302958315,0.027367453656891055
0.02509638169811218,160.0,95.0,2.75,142.0,145.0,87.0,92.0,0.18181780701599246,0.02509638169811218,0.15123745518232423,0.2404663009838242
0.024532863751742594,230.0,50.0,2.75,659.0,681.0,579.0,622.0,0.16807127980752587,0.038958847897208354,0.21454577582736725,0.024532863751742594
0.024411800346724518,210.0,50.0,2.75,643.0,644.0,562.0,600.0,0.1830148435354342,0.024411800346724518,0.23645282082925484,0.041952164715227606
0.024063932141526214,200.0,95.0,2.5,263.0,271.0,192.0,204.0,0.19464812519992267,0.10829262639776663,0.13345025266237437,0.024063932141526214
0.023848808217973593,150.0,55.0,2.75,458.0,484.0,386.0,411.0,0.15100290620727175,0.023848808217973593,0.22807587961488499,0.02894669722948692
0.02357721369941933,110.0,95.0,2.0,116.0,134.0,73.0,69.0,0.02357721369941933,0.059204333484743625,0.027427538893503564,0.1109702809854347
0.023129656175489892,110.0,85.0,2.25,126.0,146.0,85.0,76.0,0.07094577125219252,0.023129656175489892,0.10485097476910367,0.29532558103546813
0.023107680312753523,140.0,55.0,2.75,417.0,468.0,359.0,382.0,0.1645460231244909,0.023107680312753523,0.21352213674687281,0.025134742949605497
0.02310461862434452,200.0,70.0,2.75,368.0,389.0,313.0,336.0,0.12676689663197843,0.02310461862434452,0.1126602225053407,0.07172354377177889
0.022912291240889414,150.0,90.0,2.75,144.0,145.0,87.0,91.0,0.16985968103562932,0.022912291240889414,0.0681300071089488,0.16010716999548294
0.022677997891937834,160.0,55.0,2.75,480.0,503.0,412.0,431.0,0.15822802397729596,0.022677997891937834,0.24342681145366366,0.036598311536142236
0.022355128896392566,110.0,85.0,2.0,179.0,201.0,120.0,121.0,0.10071265189003417,0.022355128896392566,0.09152085989499825,0.1675641635329016
0.022351908557884166,180.0,55.0,2.75,517.0,543.0,437.0,476.0,0.14830217715883037,0.022351908557884166,0.24722820583295482,0.034219161654842206
0.021914024901841616,100.0,80.0,2.0,168.0,196.0,113.0,119.0,0.03070453035187766,0.025196270202858452,0.08459847109194799,0.021914024901841616
0.02176364802133926,190.0,70.0,2.75,350.0,369.0,293.0,324.0,0.11136198429419644,0.02176364802133926,0.11208923539557658,0.05693389071100808
0.021716521413254326,130.0,65.0,2.25,438.0,477.0,379.0,409.0,0.1291049548352308,0.021716521413254326,0.055619725775292374,0.026732205657393458
0.021513415712414895,130.0,60.0,2.5,407.0,451.0,352.0,381.0,0.10900828444943189,0.04143600685944435,0.1344260214912589,0.021513415712414895
0.020760079039224676,110.0,60.0,2.75,229.0,282.0,210.0,220.0,0.08672424368427065,0.021485708431801778,0.25323452021586035,0.020760079039224676
0.02071506852983266,110.0,75.0,2.5,145.0,165.0,105.0,117.0,0.1492999925794374,0.02071506852983266,0.14097362205988812,0.2747028597916129
0.019899534944007483,220.0,65.0,2.75,437.0,466.0,382.0,419.0,0.12210066644176533,0.07810847340182447,0.19023617201158716,0.019899534944007483
0.019790899434094792,110.0,65.0,2.25,319.0,361.0,276.0,297.0,0.10822609726593103,0.019790899434094792,0.1114837362995979,0.04475699030411661
0.01943615858362966,210.0,95.0,2.75,232.0,231.0,152.0,172.0,0.2789321085663047,0.08696235906743888,0.16817626780559114,0.01943615858362966
